length,time,time_mean,time_stdev,algo
100,0.003238201141357422,0.0038610442479451493,0.0011167149233222463,SHA256
100,0.003107786178588867,0.003771089712778727,0.0011398444371171098,SHA512
1000,0.004127025604248047,0.004149947166442871,0.005237178448883196,SHA512
1000,0.003251075744628907,0.004240588347117106,0.004872300942773617,MD5
320,0.003302812576293945,0.004264115492502847,0.0038136478973160655,SHA256
1000,0.004137992858886719,0.0038435530662536627,0.0021872597231269177,SHA512
320,0.005583047866821289,0.003942522207895914,0.002658074290569553,SHA256
320,0.0033059120178222656,0.0039309167861938474,0.002294589331282073,SHA256
10,0.004465103149414063,0.003784178098042806,0.0021678544805833213,SHA512
100,0.0035436153411865234,0.003983050982157389,0.0027122510906259106,SHA512
10,0.003105878829956055,0.004213512738545736,0.0049306308026491365,MD5
10,0.003372907638549805,0.0038645712534586592,0.0023457273230776425,MD5
32,0.003682851791381836,0.004614686171213786,0.010423016340791387,SHA512
100,0.003069877624511719,0.003736449082692464,0.0016188680584682306,SHA512
32,0.0035448074340820312,0.004070529937744141,0.002096059055590104,SHA256
1000,0.006893157958984375,0.0048253210385640465,0.007683621355910174,MD5
10,0.003332138061523437,0.0037485933303833007,0.0014803511806130304,SHA512
32,0.003294944763183593,0.004294060071309408,0.003137188166979799,SHA256
10,0.003428936004638672,0.0037879824638366705,0.001755878001020545,SHA512
10,0.003103971481323242,0.0037501557668050134,0.001817158116801078,SHA512
10,0.0038940906524658203,0.004095752239227295,0.0033356090538681185,MD5
1000,0.003437042236328125,0.0037673139572143564,0.0011021677597019288,SHA512
100,0.003386974334716797,0.004073162873586019,0.003072612723416493,SHA256
1000,0.0032699108123779297,0.0039805324872334786,0.002884121229719457,SHA512
10,0.00395512580871582,0.004036434491475423,0.002894916419284757,MD5
1000,0.00397801399230957,0.004362935225168864,0.005233258049619582,MD5
1000,0.003256082534790039,0.0041623346010843925,0.004098136171968745,SHA512
10,0.003332138061523437,0.00467227856318156,0.015815994793056568,SHA256
100,0.005283117294311523,0.004142926534016927,0.0028024736141168353,SHA256
10,0.003211021423339844,0.0043054914474487315,0.004991692302209682,MD5
32,0.0035331249237060547,0.004851999282836914,0.013464074192594508,SHA256
10,0.003142118453979492,0.003756251335144043,0.00153663202220545,SHA512
1000,0.005388736724853516,0.0041254425048828135,0.002861636418347529,SHA256
320,0.003151893615722656,0.003982681433359782,0.0030571248413201425,SHA512
100,0.0031838417053222656,0.0040392486254374185,0.002093759413708485,SHA256
32,0.003169059753417969,0.004804782072703044,0.00860737993860301,MD5
10,0.003221988677978516,0.004070923328399658,0.00253375191696137,MD5
1000,0.0031659603118896484,0.004160189628601074,0.004169216781772644,MD5
1000,0.003197908401489258,0.004246939023335775,0.004387004429064756,MD5
32,0.0038390159606933602,0.0037366668383280437,0.0016206119482898573,MD5
320,0.003108024597167969,0.004037362734476725,0.003410978589479804,MD5
1000,0.004012107849121094,0.004037163257598877,0.001376717034293104,SHA256
32,0.0030548572540283203,0.0042306963602701825,0.0029418906142884373,SHA256
10,0.004739999771118164,0.004195404052734375,0.0034881779885109487,SHA256
32,0.005127906799316406,0.004935592810312907,0.010846096161981428,SHA512
1000,0.0032520294189453125,0.0040623943010965995,0.0027803397999796404,SHA256
1000,0.05287003517150879,0.004506293932596842,0.0049672494163475,MD5
320,0.0031828880310058594,0.004025416374206543,0.003441956702096248,SHA512
1000,0.0032138824462890625,0.003942422072092692,0.0027118440269586395,SHA256
100,0.0036420822143554688,0.003921856880187988,0.002292527558816532,MD5
320,0.00437474250793457,0.003986651897430421,0.0013578737884786074,SHA256
1000,0.004368066787719727,0.003801102638244629,0.0017199709653182456,MD5
10,0.0038149356842041016,0.003813692728678385,0.0017176475577630314,SHA512
1000,0.003827810287475586,0.004344976743062337,0.004218753587310216,SHA256
320,0.003914117813110352,0.004590566953023275,0.00786037439436756,SHA512
32,0.005694866180419922,0.004050718148549398,0.002736396469920116,SHA512
320,0.0030672550201416016,0.004156855742136637,0.004148920066925237,MD5
10,0.0035598278045654297,0.0040325140953063965,0.0028841544151214913,MD5
100,0.003426074981689453,0.004047172864278158,0.0019050005046391727,SHA256
100,0.003241062164306641,0.0040885504086812345,0.0025512467830785483,MD5
100,0.0033740997314453125,0.0039912478129069005,0.002040394153535138,SHA256
1000,0.0030868053436279297,0.003953197797139486,0.0022746839454674513,MD5
100,0.003134965896606445,0.004071751435597739,0.003260977571537909,MD5
32,0.0031681060791015625,0.003882834116617839,0.0020714009843015,MD5
10,0.003130197525024414,0.0038912947972615563,0.0015554241996727698,SHA256
100,0.0035250186920166016,0.0039766192436218265,0.002150998056346489,SHA256
10,0.003689289093017578,0.003860553900400797,0.0030541714351893434,SHA512
100,0.003123998641967773,0.0038123671213785813,0.0011337775431110124,SHA256
1000,0.003197908401489258,0.003957680066426595,0.002620242687992517,SHA512
100,0.0032629966735839844,0.003910533587137858,0.0020747595174198745,SHA512
32,0.00331878662109375,0.003882786432902018,0.003563807606682528,SHA512
32,0.005769014358520508,0.0038075947761535642,0.0024497895340900907,SHA512
32,0.003098964691162109,0.0039242037137349455,0.002626524711860759,SHA512
32,0.003161907196044922,0.00401297092437744,0.003466169481053145,MD5
1000,0.003225088119506836,0.003925782839457194,0.0017080765167598966,MD5
10,0.0037691593170166016,0.003998161951700847,0.004154453001500761,MD5
10,0.003311872482299805,0.004566818873087565,0.009059504596250682,MD5
100,0.003531932830810547,0.0038690996170043946,0.0023192624785055033,SHA512
1000,0.003352165222167969,0.0043471455574035645,0.004277090812846476,SHA256
320,0.003480672836303711,0.004130547841389974,0.004310757578923142,MD5
320,0.003083944320678711,0.003689219951629639,0.0009317818409566279,SHA512
100,0.00452423095703125,0.004112554391225179,0.0023403093759658657,MD5
1000,0.005158185958862305,0.004220487276713054,0.003243379260496889,MD5
320,0.003445863723754883,0.004001028537750244,0.0022131971090542948,SHA256
1000,0.0032672882080078125,0.0037619193394978845,0.0008910994872504986,SHA512
1000,0.003403902053833008,0.004324413935343424,0.004702460357943665,MD5
320,0.003793954849243164,0.0037630271911621095,0.0018433403591520152,SHA512
100,0.019093036651611328,0.003923307259877522,0.0023894845303695914,MD5
320,0.008336067199707031,0.004346666336059571,0.003327712092675785,MD5
10,0.0031540393829345703,0.004018557071685791,0.002908008544963737,SHA512
100,0.0034155845642089844,0.003784704208374024,0.001398410620185604,SHA512
1000,0.0035219192504882812,0.004624995390574137,0.006362486477482839,MD5
10,0.003063201904296875,0.00455574909845988,0.005380514447037164,MD5
1000,0.003384113311767578,0.0041891105969746895,0.002497228504481877,SHA256
320,0.003545045852661133,0.004023075898488364,0.002729156289641445,SHA512
10,0.00330805778503418,0.003711322943369547,0.0011570293932000337,MD5
10,0.003190040588378907,0.0040824230511983224,0.0032615388103896434,SHA512
32,0.0035169124603271484,0.004242641925811768,0.0039138698685173634,SHA256
320,0.003161191940307617,0.004431650638580322,0.007688252588439176,SHA512
10,0.003092050552368164,0.004068117141723632,0.004641851532559473,MD5
10,0.004775047302246094,0.004194227854410807,0.0038683341204194467,SHA512
10,0.0032188892364501953,0.003956258296966553,0.0026132904201445965,SHA512
100,0.003709077835083008,0.0037014889717102047,0.0015512035971063278,SHA512
1000,0.003776073455810547,0.004629390239715576,0.0066420609768247565,MD5
32,0.0031921863555908203,0.004029512405395508,0.0027140038030183983,SHA256
320,0.01627182960510254,0.004855240186055501,0.009123876136282929,MD5
320,0.003257989883422852,0.004007056554158528,0.0016364843090110298,SHA256
32,0.005114078521728516,0.0036913053194681813,0.0011384955409130704,SHA512
320,0.0035991668701171875,0.004142653147379557,0.006431573960402582,SHA512
100,0.005087137222290039,0.0041614389419555664,0.005031701671513613,SHA256
32,0.0032269954681396484,0.004002397855122884,0.002080013974380061,SHA256
320,0.003314971923828125,0.004468302726745605,0.007931427481803097,MD5
1000,0.0032989978790283203,0.004040994644165039,0.0018697510141742406,SHA256
10,0.003065824508666992,0.0039706301689147955,0.0028283170307865637,MD5
32,0.003950119018554688,0.003962415059407552,0.002548456064989268,SHA512
1000,0.004131793975830078,0.00415071964263916,0.0026593955178853858,SHA256
320,0.003506898880004883,0.003938799699147543,0.0028330970742962377,SHA512
320,0.007046937942504883,0.0039717308680216465,0.0020589156629701702,SHA256
10,0.005333185195922852,0.0043434810638427745,0.011479016774422118,SHA512
10,0.003235816955566407,0.004158720175425212,0.0047476805109069676,SHA512
320,0.003164052963256836,0.004382174809773764,0.008037809358087188,MD5
100,0.003350973129272461,0.003908586502075195,0.002269051647215973,SHA512
10,0.005688905715942383,0.003960227171579997,0.002623949914346385,MD5
100,0.003069877624511719,0.00405848741531372,0.00253523778235492,SHA256
32,0.0031783580780029297,0.0038769865036010734,0.0020110501218232367,SHA512
32,0.003236055374145508,0.004152809778849284,0.004376993811001921,SHA512
10,0.0032858848571777344,0.004481650193532308,0.011719768378061109,SHA512
32,0.003170967102050781,0.004068574110666911,0.0023994676933615736,MD5
100,0.007025957107543945,0.00377722978591919,0.0015936537597865596,SHA512
32,0.003239870071411133,0.0039454054832458495,0.002296873726324257,SHA512
1000,0.003191947937011719,0.004015171527862549,0.0024636931479901565,SHA512
320,0.003390789031982422,0.0040363740921020505,0.0027600551440646512,SHA256
1000,0.0032482147216796875,0.0045325295130411785,0.006707495946657846,SHA512
320,0.0031890869140625,0.003947069644927978,0.002639741036745509,SHA512
100,0.003083705902099609,0.0038018242518107095,0.002386222188407099,SHA512
32,0.003838062286376953,0.004168642361958822,0.00353516959002485,SHA256
1000,0.003303050994873047,0.003952243328094482,0.0019395190594741745,SHA256
32,0.004207134246826172,0.003962155977884929,0.0031822309729604248,SHA512
10,0.003688335418701172,0.00395128568013509,0.002755850126847305,MD5
10,0.005259037017822266,0.004059983094533285,0.001635593311140416,SHA256
100,0.0033490657806396484,0.003927165667215983,0.0012532450296703914,SHA256
32,0.0035300254821777344,0.0039673248926798505,0.0020999984463951947,MD5
10,0.004942178726196289,0.003998007774353028,0.002947068952072029,MD5
320,0.003335714340209961,0.00395060936609904,0.00309513134831252,MD5
320,0.003209829330444336,0.004298877716064453,0.004017559365805026,MD5
1000,0.003427743911743164,0.004027462800343831,0.002759922055244829,SHA512
320,0.003448009490966797,0.004109076658884684,0.0028823601491098725,MD5
32,0.003098249435424805,0.003956884543100993,0.002821150281336004,SHA512
32,0.0035200119018554688,0.003987164497375489,0.003061911102621091,SHA512
32,0.0034279823303222656,0.003981630802154541,0.003110938777941383,SHA512
100,0.0037446022033691406,0.003942008813222249,0.0020826532364401386,MD5
320,0.003207206726074219,0.00409121831258138,0.0035895867504606303,SHA256
10,0.005194902420043945,0.0039010262489318852,0.002132258774279667,MD5
1000,0.003261089324951172,0.004064968427022297,0.00233490222412552,MD5
1000,0.005563974380493164,0.0043520299593607596,0.003927613119837152,SHA256
1000,0.007101297378540039,0.004253582159678141,0.0028001423880927244,SHA256
32,0.007180929183959961,0.0039436785380045575,0.002886434092932263,SHA512
1000,0.006052970886230469,0.00397377570470174,0.0016184995379459632,SHA256
32,0.003062009811401367,0.004281517664591472,0.003838266866100717,MD5
320,0.0031757354736328125,0.0041757782300313314,0.004262146524410177,SHA512
100,0.004868745803833008,0.00399314562479655,0.002020832734643986,SHA256
320,0.0031991004943847656,0.004681528409322103,0.008555125570810148,SHA512
10,0.003325223922729492,0.003940945466359457,0.0011841579019059322,SHA256
32,0.0037000179290771493,0.003906165758768717,0.002427125264636409,SHA512
10,0.005789995193481445,0.0039125641187032064,0.001854332076849931,MD5
100,0.003348112106323242,0.0040551122029622395,0.0031563560953692302,MD5
1000,0.0036170482635498047,0.004072494506835936,0.003879586345501485,SHA512
100,0.0034630298614501953,0.004357950687408447,0.003736541949837221,MD5
32,0.003210067749023437,0.0037580299377441406,0.0012170159227027286,SHA512
10,0.003205060958862305,0.003861998716990153,0.002235671976969302,SHA512
1000,0.003197908401489258,0.0041796517372131355,0.004208083274818947,MD5
100,0.003161907196044922,0.003932111263275147,0.0026685737606627594,SHA512
10,0.003212690353393555,0.003863052527109782,0.0014487271641231395,SHA256
1000,0.003415107727050781,0.0041845130920410145,0.004947075993961512,MD5
1000,0.0033621788024902344,0.004193672339121501,0.004507897910193362,MD5
10,0.0033087730407714844,0.003978308041890461,0.0021347441409861247,SHA256
10,0.003942251205444336,0.00418536106745402,0.002916242469242992,SHA256
100,0.0037229061126708976,0.003962364196777344,0.002078710092381769,SHA256
1000,0.00397801399230957,0.004360764821370443,0.004886239362098007,MD5
1000,0.00315093994140625,0.0040430394808451346,0.001780282143957134,SHA256
100,0.003220081329345703,0.003722360134124756,0.0011663685652830622,SHA512
100,0.003362894058227539,0.003779547214508057,0.00170715882187531,SHA512
100,0.003942966461181641,0.003975495497385661,0.0024968706281073873,MD5
32,0.00483393669128418,0.004341158072153727,0.003412055658022737,SHA256
100,0.003732919692993164,0.0039343873659769685,0.003174680160632891,MD5
1000,0.007668972015380859,0.004231007099151612,0.004868158095740495,SHA512
32,0.003201007843017578,0.003991669813791911,0.0035252955907862007,MD5
10,0.005560159683227539,0.0039649883906046545,0.002611377726293885,MD5
32,0.003265857696533203,0.003826268513997396,0.0015110235288776136,MD5
1000,0.0032329559326171875,0.004138706525166829,0.004414226367748775,MD5
320,0.003082990646362305,0.0037915507952372227,0.001445104734603802,MD5
10,0.003183126449584961,0.004456373055775961,0.009098167606194668,MD5
320,0.00347900390625,0.004041496912638346,0.003274782716179518,SHA256
100,0.0031108856201171875,0.003802853425343832,0.0019015791167102647,SHA512
32,0.003142833709716797,0.004053785800933838,0.0027058659573265358,MD5
32,0.003779888153076172,0.003745939731597901,0.0011056995635361146,SHA512
32,0.0031120777130126953,0.00391463836034139,0.0022287381945156675,SHA512
32,0.003165006637573242,0.004044651985168457,0.0019722977357553195,SHA256
320,0.01226806640625,0.003861945470174154,0.001961004320939271,SHA512
100,0.003612995147705078,0.0041352494557698564,0.004856602657173798,SHA256
10,0.0033371448516845703,0.003827322324117025,0.0021293487703485533,MD5
32,0.00331878662109375,0.003968872229258218,0.003313859059499628,SHA512
100,0.003214120864868164,0.0036702791849772135,0.0017682119756239512,SHA512
100,0.003319978713989258,0.004160864353179932,0.003752307620564283,MD5
320,0.003355264663696289,0.0042818482716878254,0.006822897380145342,SHA512
100,0.003191232681274414,0.0037281052271525062,0.0013710662484225102,SHA512
100,0.003695249557495117,0.003993404706319172,0.00467844689490447,SHA512
10,0.003175258636474609,0.0037339059511820477,0.0018506253766628871,SHA512
100,0.003257274627685547,0.004142842292785645,0.002792570280669375,MD5
32,0.0032401084899902344,0.0041242241859436035,0.002898118680143535,MD5
320,0.0031371116638183594,0.004844315846761068,0.011457534867785831,MD5
32,0.003453969955444336,0.004054981867472331,0.004380800677191716,MD5
1000,0.0032248497009277344,0.004159491062164306,0.004002452303342438,SHA512
320,0.003169059753417969,0.003929916222890218,0.002421689563820451,SHA512
32,0.003106832504272461,0.0040986013412475574,0.003534718026720583,SHA256
32,0.0032808780670166016,0.00390764077504476,0.0022201723863582187,MD5
100,0.003114938735961914,0.004161015351613361,0.0032038710329312693,SHA256
32,0.0034172534942626953,0.004183239936828613,0.002283093095511614,SHA256
32,0.0030808448791503906,0.0046571842829386395,0.013327981883193658,SHA256
320,0.004164218902587891,0.003990971247355144,0.0027611972850886198,SHA256
100,0.0034439563751220703,0.0038059782981872564,0.0014523676730712474,MD5
1000,0.003951072692871094,0.003901692231496175,0.002063675377444254,SHA512
1000,0.003232002258300781,0.0043050718307495114,0.00527534652310034,MD5
100,0.006534337997436523,0.004155312379201253,0.003367292556376182,SHA256
1000,0.004040241241455078,0.004689977169036865,0.006625202046402169,MD5
10,0.003159046173095703,0.0038192717234293615,0.0024376879177532376,SHA512
10,0.0033926963806152344,0.0040862671534220366,0.002528856171033966,SHA256
320,0.0036377906799316406,0.0039673908551534015,0.002731015265243557,SHA512
320,0.004756927490234375,0.004107330640157064,0.003086521089751409,MD5
320,0.0032799243927001953,0.004152077833811442,0.004486485790323611,SHA512
320,0.003271818161010742,0.00446073849995931,0.005425751192836337,MD5
1000,0.0035588741302490234,0.003874663511912028,0.002931458095430131,SHA512
32,0.003170967102050781,0.00400006373723348,0.0021977928821756408,SHA256
10,0.0040950775146484375,0.004242116610209147,0.008777311636323339,MD5
1000,0.003298044204711914,0.004083947340647379,0.0030134671295365192,MD5
10,0.003607034683227539,0.004095847606658936,0.003452270935842983,SHA256
320,0.003145933151245117,0.003909153938293457,0.0022512701930271282,MD5
10,0.0037190914154052734,0.004154879252115886,0.004531515173803015,SHA512
32,0.0032989978790283203,0.0037806781133015955,0.0018833592328557614,SHA512
10,0.0030841827392578125,0.003939186731974284,0.0024968801955293487,MD5
1000,0.003312826156616211,0.004725285371144613,0.007508067394788613,MD5
320,0.003284931182861328,0.003991551399230957,0.003304161224069511,SHA512
32,0.0034830570220947266,0.00404288371404012,0.0020278288632043923,SHA256
320,0.0031049251556396484,0.004109291235605875,0.0036796323701254337,SHA512
10,0.005128860473632813,0.0036896077791849775,0.0013685233004973102,SHA512
32,0.003947973251342773,0.0038274383544921885,0.00198953207044206,SHA512
32,0.003220796585083008,0.00404419740041097,0.002547794947504473,SHA512
32,0.0032520294189453125,0.003948802947998047,0.002565408924748367,SHA512
10,0.00438690185546875,0.003806741237640381,0.0009991605565483142,SHA256
10,0.003195762634277344,0.003854685624440511,0.002855730588103259,SHA512
10,0.0032248497009277344,0.003792413870493571,0.0013192995880581069,MD5
320,0.01114177703857422,0.004056580066680908,0.0016421737710898359,SHA256
100,0.004777908325195313,0.003864903450012207,0.002364691009178986,SHA512
10,0.003172874450683593,0.003911283810933431,0.002833998414641857,MD5
1000,0.003185033798217773,0.0041132235527038576,0.002678812067313453,SHA256
320,0.004703998565673828,0.0038337771097819006,0.002228244619331337,SHA512
10,0.003149747848510742,0.003937252362569173,0.0022811177906359877,SHA256
32,0.003548860549926758,0.0039239009221394856,0.00179982228875501,SHA256
1000,0.003548860549926758,0.0038765613238016775,0.0019884194426605505,SHA512
320,0.0035126209259033203,0.004146226247151693,0.0028529000080361427,MD5
10,0.003351926803588867,0.004158689975738526,0.003604557744854669,SHA256
10,0.003470897674560547,0.0039072219530741385,0.002036628244846135,SHA256
1000,0.003181695938110352,0.004124233722686768,0.004647919257343975,SHA512
320,0.003084659576416016,0.004052876631418864,0.0031902100170497017,SHA512
10,0.004791975021362305,0.0037040678660074868,0.0020452505174337683,SHA512
100,0.004411220550537109,0.0038634522755940756,0.0022667321200454072,SHA512
100,0.013930082321166992,0.0043010703722635895,0.0038857467302808053,MD5
32,0.003103017807006836,0.00425127108891805,0.004088116265310245,MD5
10,0.003239154815673828,0.003906642595926921,0.0015600041831355814,MD5
32,0.0037238597869873047,0.004626673062642415,0.00666763181381241,SHA256
100,0.003573894500732422,0.003969528675079346,0.0014629909693844752,SHA256
10,0.003473997116088867,0.004068059921264649,0.0035920805239905533,SHA256
10,0.0035848617553710938,0.004101550579071045,0.004443325814762564,SHA512
320,0.0036170482635498047,0.003946855862935385,0.00309036858070896,MD5
100,0.003765106201171875,0.004042038122812907,0.002287914795077628,MD5
1000,0.006929159164428711,0.0042639382680257154,0.0030060043779543263,SHA256
1000,0.003219127655029297,0.003999454975128174,0.002351526133337192,SHA256
10,0.003483772277832031,0.003802026112874349,0.0020400451693226144,SHA512
10,0.003236293792724609,0.004042635758717854,0.003165998042041189,MD5
32,0.003436088562011719,0.0038625105222066243,0.0020594828926282453,SHA512
320,0.004983901977539063,0.0039052844047546393,0.001268744590023876,SHA256
100,0.003046751022338867,0.003976624011993408,0.0021651449834666297,SHA256
10,0.0032639503479003906,0.004042158126831055,0.0030231738522377358,SHA256
100,0.003314971923828125,0.004081684748331706,0.0021837022554482693,SHA256
10,0.0032176971435546875,0.003892211119333903,0.0027749200927524413,MD5
100,0.004214763641357422,0.003811684449513753,0.0014790198058422359,MD5
1000,0.0031280517578125,0.004606920878092447,0.004220642295289525,SHA256
32,0.00543212890625,0.004138533274332682,0.004405687553836666,MD5
1000,0.003509998321533203,0.004208837350209554,0.004151980719625811,SHA512
1000,0.003232002258300781,0.003935993512471517,0.002574645279688811,SHA512
1000,0.003453969955444336,0.0040178879102071114,0.002508856313682577,SHA512
32,0.0037758350372314453,0.004084525108337403,0.0039434243995997995,MD5
100,0.0035393238067626953,0.004166014194488525,0.005259188503373568,SHA512
320,0.003201007843017578,0.003965182304382324,0.001810149290975632,SHA256
32,0.0035927295684814453,0.0038846921920776367,0.001181422833991038,SHA256
32,0.0031757354736328125,0.003971112569173177,0.0012941117370655994,SHA256
320,0.003441810607910156,0.004113188584645589,0.0028091199943324147,SHA256
320,0.005368947982788086,0.003920808633168538,0.001940567919300459,SHA256
32,0.005059957504272461,0.0039617244402567545,0.0028813479482915827,MD5
10,0.004851102828979492,0.004053756395975749,0.0022473374569701395,SHA256
10,0.004271268844604492,0.003945239384969075,0.0027307352923991012,MD5
320,0.003284931182861328,0.003853488763173421,0.0027178983146198235,SHA512
100,0.006319999694824219,0.0038014539082845047,0.002288303264803357,SHA512
32,0.005147218704223633,0.003912387688954671,0.0016742034366470147,SHA256
1000,0.003147125244140625,0.004365905125935873,0.004708323720728261,SHA512
32,0.003020763397216797,0.003823911348978679,0.0011690710256471685,SHA512
100,0.003923892974853516,0.00369997501373291,0.001247095177516025,SHA512
100,0.006726741790771484,0.003917888800303141,0.00217212662535879,MD5
1000,0.003212690353393555,0.004207491079966227,0.0030809991731326728,SHA256
32,0.0036029815673828134,0.004048591454823812,0.0022371302694752194,SHA256
100,0.003296852111816407,0.004041670163472493,0.002607314640289135,SHA256
1000,0.003255128860473633,0.004128210544586182,0.003157133694277961,SHA256
320,0.021712779998779297,0.004105287392934164,0.00268047426253458,SHA256
320,0.01758599281311035,0.0038826322555541993,0.002462597082011893,SHA512
320,0.003257036209106445,0.0039944370587666825,0.002852912033659674,MD5
1000,0.007363796234130859,0.004536113739013672,0.007297739707836577,MD5
320,0.003576040267944336,0.0036744904518127438,0.0008141369348581188,SHA512
32,0.0035588741302490234,0.0039222145080566395,0.0018370128928274008,MD5
10,0.004954099655151367,0.004048635959625244,0.002216404774819328,SHA256
10,0.003823995590209961,0.0036220463116963695,0.00075447975597201,SHA512
320,0.0033740997314453125,0.0038762140274047853,0.0024246717574482176,SHA512
32,0.004927158355712891,0.004225102265675863,0.003281695276269434,MD5
32,0.003438949584960937,0.003861862818400065,0.0012451869259320835,SHA256
100,0.003946065902709961,0.003799688816070557,0.00155093019286871,SHA512
100,0.003342866897583008,0.0040144753456115715,0.0033677078034387072,MD5
10,0.003947973251342773,0.0037186320622762045,0.0013535255545596074,SHA512
320,0.0037021636962890642,0.004319105943044028,0.0038504137254559796,SHA256
320,0.003149986267089844,0.0037606565157572423,0.001440294108350475,SHA512
100,0.003755807876586914,0.003626113732655843,0.001101462734590494,SHA512
10,0.003345012664794922,0.004170019626617432,0.003435386962960685,MD5
10,0.0034639835357666016,0.004132271607716878,0.002875524824496965,MD5
1000,0.005170822143554688,0.004642151991526286,0.006204262709483575,SHA512
320,0.004138946533203125,0.0040585287412007644,0.003847588284191211,SHA512
10,0.00438380241394043,0.0038658603032430015,0.0023638699691251462,MD5
